1400000US11001000100|11001000100|Census Tract 1, District of Columbia, District of Columbia|1980|375
1400000US11001000201|11001000201|Census Tract 2.01, District of Columbia, District of Columbia|0|**
1400000US11001001500|11001001500|Census Tract 15, District of Columbia, District of Columbia|3500|***
1400000US11001002701|11001002701|Census Tract 27.01, District of Columbia, District of Columbia|1270|111
1400000US11001004902|11001004902|Census Tract 49.02, District of Columbia, District of Columbia|1386|491
1400000US11001007504|11001007504|Census Tract 75.04, District of Columbia, District of Columbia|778|56
