index,objectid,ssl,assessor_name,land_use_code,land_use_description,landarea,property_address,otr_neighborhood_code,otr_neighborhood_name,owner_name_primary,careof_name,owner_address_line1,owner_address_line2,owner_address_citystzip,appraised_value_baseyear_land,appraised_value_baseyear_bldg,appraised_value_prior_land,appraised_value_prior_impr,appraised_value_prior_total,appraised_value_current_land,appraised_value_current_impr,appraised_value_current_total,phasein_value_current_land,phasein_value_current_bldg,vacant_use,homestead_description,tax_type_description,taxrate,mixed_use,owner_occupied_coop_units,last_sale_price,last_sale_date,deed_date,current_assessment_cap,proposed_assessment_cap,owner_name_secondary,address_id,lastmodifieddate
80332,80333,"1676    0015","",22,Residential-Apartment-Elevator,81039,"4201 BUTTERWORTH PL NW",1,"AMERICAN UNIV. PARK","EPISCOPAL CHURCH HOME FRIENDSHIP INC","","4201 BUTTERWORTH PL NW","","WASHINGTON, DC 20016-4538",1264208,4248292,4051950,26585250,30637200,4051950,23331440,27383390,4051950,21572870,NO,"NO EXEMPTION","RESIDENTIAL REAL PROPERTY, INCLUDING MULTIFAMILY",0.85,N,0,0,"1901-01-01 00:00:00","1901-01-01 00:00:00",25624820,27383390,"",266144,""
